"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12"
"480";480;0;0;0;0;0;0;0;0;0;0;0;2
"481";481;0;0;0;0;0;0;0;0;0;0;0;0
"482";482;0;0;0;0;0;0;0;0;0;0;0;0
"483";483;0;0;0;0;0;0;0;0;0;0;0;0
"484";484;0;0;0;0;0;0;0;0;0;0;0;0
"485";485;0;0;0;0;0;0;0;0;0;0;0;0
"486";486;0;0;0;0;0;0;0;0;0;0;0;0
"487";487;0;0;0;0;0;0;0;0;0;0;0;2
"488";488;0;0;0;0;0;0;0;0;0;0;0;2
"489";489;0;0;0;0;0;0;0;0;0;0;0;1
"490";490;0;0;0;0;0;0;0;0;0;0;0;2
"491";491;0;0;0;0;0;0;0;0;0;0;0;2
"492";492;0;0;0;0;0;0;0;0;0;0;0;0
"493";493;0;0;0;0;0;0;0;0;0;0;0;0
"494";494;0;0;0;0;0;0;0;0;0;0;0;0
"495";495;0;0;0;0;0;0;0;0;0;0;0;0
"496";496;0;0;0;0;0;0;0;0;0;0;0;0
"497";497;0;0;0;0;0;0;0;0;0;0;0;0
"498";498;0;0;0;0;0;0;0;0;0;0;0;2
"499";499;0;0;0;0;0;0;0;0;0;0;0;0
"500";500;0;0;0;0;0;0;0;0;0;0;0;0
"501";501;0;0;0;0;0;0;0;0;0;0;0;0
"502";502;0;0;0;0;0;0;0;0;0;0;0;0
"503";503;0;0;0;0;0;0;0;0;0;0;0;0
"504";504;0;0;0;0;0;0;0;0;0;0;0;0
"505";505;0;0;0;0;0;0;0;0;0;0;0;0
"506";506;0;0;0;0;0;0;0;0;0;0;0;0
"507";507;0;0;0;0;0;0;0;0;0;0;0;0
"508";508;0;0;0;0;0;0;0;0;0;0;0;0
"509";509;0;0;0;0;0;0;0;0;0;0;0;0
"510";510;0;0;0;0;0;0;0;0;0;0;0;0
"511";511;0;0;0;0;0;0;0;0;0;0;0;0
"512";512;0;0;0;0;0;0;0;0;0;0;0;0
"513";513;0;0;0;0;0;0;0;0;0;0;0;0
"514";514;0;0;0;0;0;0;0;0;0;0;0;0
"515";515;0;0;0;0;0;0;0;0;0;0;0;0
"516";516;0;0;0;0;0;0;0;0;0;0;0;0
"517";517;0;0;0;0;0;0;0;0;0;0;0;0
"518";518;0;0;0;0;0;0;0;0;0;0;0;0
"519";519;0;0;0;0;0;0;0;0;0;0;0;0
"520";520;0;0;0;0;0;0;0;0;0;0;0;0
"521";521;0;0;0;0;0;0;0;0;0;0;0;0
"522";522;0;0;0;0;0;0;0;0;0;0;0;0
"523";523;0;0;0;0;0;0;0;0;0;0;0;0
"524";524;0;0;0;0;0;0;0;0;0;0;0;0
"525";525;0;0;0;0;0;0;0;0;0;0;0;0
"526";526;0;0;0;0;0;0;0;0;0;0;0;2
"527";527;0;0;0;0;0;0;0;0;0;0;0;2
"528";528;0;0;0;0;0;0;0;0;0;0;0;2
"529";529;0;0;0;0;0;0;0;0;0;0;0;0
"530";530;0;0;0;0;0;0;0;0;0;0;0;0
"531";531;0;0;0;0;0;0;0;0;0;0;0;0
"532";532;0;0;0;0;0;0;0;0;0;0;0;0
"533";533;0;0;0;0;0;0;0;0;0;0;0;0
"534";534;0;0;0;0;0;0;0;0;0;0;0;0
"535";535;0;0;0;0;0;0;0;0;0;0;0;0
"536";536;0;0;0;0;0;0;0;0;0;0;0;0
"537";537;0;0;0;0;0;0;0;0;0;0;0;0
"538";538;0;0;0;0;0;0;0;0;0;0;0;0
"539";539;0;0;0;0;0;0;0;0;0;0;0;0
"540";540;0;0;0;0;0;0;0;0;0;0;0;0
"541";541;0;0;0;0;0;0;0;0;0;0;0;2
"542";542;0;0;0;0;0;0;0;0;0;0;0;2
"543";543;0;0;0;0;0;0;0;0;0;0;0;2
"544";544;0;0;0;0;0;0;0;0;0;0;0;2
"545";545;0;0;0;0;0;0;0;0;0;0;0;2
"546";546;0;0;0;0;0;0;0;0;0;0;0;2
"547";547;0;0;0;0;0;0;0;0;0;0;0;2
"548";548;0;0;0;0;0;0;0;0;0;0;0;2
"549";549;0;0;0;0;0;0;0;0;0;0;0;0
"550";550;0;0;0;0;0;0;0;0;0;0;0;2
"551";551;0;0;0;0;0;0;0;0;0;0;0;2
"552";552;0;0;0;0;0;0;0;0;0;0;0;2
"553";553;0;0;0;0;0;0;0;0;0;0;0;2
"554";554;0;0;0;0;0;0;0;0;0;0;0;2
"555";555;0;0;0;0;0;0;0;0;0;0;0;2
"556";556;0;0;0;0;0;0;0;0;0;0;0;2
"557";557;0;0;0;0;0;0;0;0;0;0;0;2
"558";558;0;0;0;0;0;0;0;0;0;0;0;2
"559";559;0;0;0;0;0;0;0;0;0;0;0;2
"560";560;0;0;0;0;0;0;0;0;0;0;0;2
"561";561;0;0;0;0;0;0;0;0;0;0;0;2
"562";562;0;0;0;0;0;0;0;0;0;0;0;2
"563";563;0;0;0;0;0;0;0;0;0;0;0;2
"564";564;0;0;0;0;0;0;0;0;0;0;0;2
"565";565;0;0;0;0;0;0;0;0;0;0;0;2
"566";566;0;0;0;0;0;0;0;0;0;0;0;2
"567";567;0;0;0;0;0;0;0;0;0;0;0;2
"568";568;0;0;0;0;0;0;0;0;0;0;0;2
"569";569;0;0;0;0;0;0;0;0;0;0;0;2
"570";570;0;0;0;0;0;0;0;0;0;0;0;2
"571";571;0;0;0;0;0;0;0;0;0;0;0;2
"572";572;0;0;0;0;0;0;0;0;0;0;0;2
"573";573;0;0;0;0;0;0;0;0;0;0;0;2
"574";574;0;0;0;0;0;0;0;0;0;0;0;2
"575";575;0;0;0;0;0;0;0;0;0;0;0;2
"576";576;0;0;0;0;0;0;0;0;0;0;0;2
"577";577;0;0;0;0;0;0;0;0;0;0;0;2
"578";578;0;0;0;0;0;0;0;0;0;0;0;2
"579";579;0;0;0;0;0;0;0;0;0;0;0;2
"580";580;0;0;0;0;0;0;0;0;0;0;0;2
"581";581;0;0;0;0;0;0;0;0;0;0;0;2
"582";582;0;0;0;0;0;0;0;0;0;0;0;2
"583";583;0;0;0;0;0;0;0;0;0;0;0;2
"584";584;0;0;0;0;0;0;0;0;0;0;0;2
"585";585;0;0;0;0;0;0;0;0;0;0;0;2
"586";586;0;0;0;0;0;0;0;0;0;0;0;2
"587";587;0;0;0;0;0;0;0;0;0;0;0;2
"588";588;0;0;0;0;0;0;0;0;0;0;0;2
"589";589;0;0;0;0;0;0;0;0;0;0;0;2
"590";590;0;0;0;0;0;0;0;0;0;0;0;2
"591";591;0;0;0;0;0;0;0;0;0;0;0;2
"592";592;0;0;0;0;0;0;0;0;0;0;0;2
"593";593;0;0;0;0;0;0;0;0;0;0;0;2
"594";594;0;0;0;0;0;0;0;0;0;0;0;2
"595";595;0;0;0;0;0;0;0;0;0;0;0;2
"596";596;0;0;0;0;0;0;0;0;0;0;0;2
"597";597;0;0;0;0;0;0;0;0;0;0;0;2
"598";598;0;0;0;0;0;0;0;0;0;0;0;2
"599";599;0;0;0;0;0;0;0;0;0;0;0;1
"600";600;0;0;0;0;0;0;0;0;0;0;0;0
"601";601;0;0;0;0;0;0;0;0;0;0;0;0
"602";602;0;0;0;0;0;0;0;0;0;0;0;0
"603";603;0;0;0;0;0;0;0;0;0;0;0;1
"604";604;0;0;0;0;0;0;0;0;0;0;0;1
"605";605;0;0;0;0;0;0;0;0;0;0;0;2
"606";606;0;0;0;0;0;0;0;0;0;0;0;1
"607";607;0;0;0;0;0;0;0;0;0;0;0;1
"608";608;0;0;0;0;0;0;0;0;0;0;0;0
"609";609;0;0;0;0;0;0;0;0;0;0;0;1
"610";610;0;0;0;0;0;0;0;0;0;0;0;1
"611";611;0;0;0;0;0;0;0;0;0;0;0;1
"612";612;0;0;0;0;0;0;0;0;0;0;0;1
"613";613;0;0;0;0;0;0;0;0;0;0;0;0
"614";614;0;0;0;0;0;0;0;0;0;0;0;0
"615";615;0;0;0;0;0;0;0;0;0;0;0;0
"616";616;0;0;0;0;0;0;0;0;0;0;0;0
"617";617;0;0;0;0;0;0;0;0;0;0;0;0
"618";618;0;0;0;0;0;0;0;0;0;0;0;2
"619";619;0;0;0;0;0;0;0;0;0;0;0;2
"620";620;0;0;0;0;0;0;0;0;0;0;0;0
"621";621;0;0;0;0;0;0;0;0;0;0;0;0
"622";622;0;0;0;0;0;0;0;0;0;0;0;1
"623";623;0;0;0;0;0;0;0;0;0;0;0;0
"624";624;0;0;0;0;0;0;0;0;0;0;0;0
"625";625;0;0;0;0;0;0;0;0;0;0;0;0
"626";626;0;0;0;0;0;0;0;0;0;0;0;1
"627";627;0;0;0;0;0;0;0;0;0;0;0;1
"628";628;0;0;0;0;0;0;0;0;0;0;0;1
"629";629;0;0;0;0;0;0;0;0;0;0;0;1
"630";630;0;0;0;0;0;0;0;0;0;0;0;0
"631";631;0;0;0;0;0;0;0;0;0;0;0;1
"632";632;0;0;0;0;0;0;0;0;0;0;0;1
"633";633;0;0;0;0;0;0;0;0;0;0;0;1
"634";634;0;0;0;0;0;0;0;0;0;0;0;1
"635";635;0;0;0;0;0;0;0;0;0;0;0;1
"636";636;0;0;0;0;0;0;0;0;0;0;0;0
"637";637;0;0;0;0;0;0;0;0;0;0;0;0
"638";638;0;0;0;0;0;0;0;0;0;0;0;0
"639";639;0;0;0;0;0;0;0;0;0;0;0;1
"640";640;0;0;0;0;0;0;0;0;0;0;0;1
"641";641;0;0;0;0;0;0;0;0;0;0;0;0
"642";642;0;0;0;0;0;0;0;0;0;0;0;1
"643";643;0;0;0;0;0;0;0;0;0;0;0;1
"644";644;0;0;0;0;0;0;0;0;0;0;0;0
"645";645;0;0;0;0;0;0;0;0;0;0;0;0
"646";646;0;0;0;0;0;0;0;0;0;0;0;0
"647";647;0;0;0;0;0;0;0;0;0;0;0;0
"648";648;0;0;0;0;0;0;0;0;0;0;0;0
"649";649;0;0;0;0;0;0;0;0;0;0;0;1
"650";650;0;0;0;0;0;0;0;0;0;0;0;0
"651";651;0;0;0;0;0;0;0;0;0;0;0;1
"652";652;0;0;0;0;0;0;0;0;0;0;0;0
"653";653;0;0;0;0;0;0;0;0;0;0;0;0
"654";654;0;0;0;0;0;0;0;0;0;0;0;0
"655";655;0;0;0;0;0;0;0;0;0;0;0;1
"656";656;0;0;0;0;0;0;0;0;0;0;0;1
"657";657;0;0;0;0;0;0;0;0;0;0;0;0
"658";658;0;0;0;0;0;0;0;0;0;0;0;1
"659";659;0;0;0;0;0;0;0;0;0;0;0;0
"660";660;0;0;0;0;0;0;0;0;0;0;0;1
"661";661;0;0;0;0;0;0;0;0;0;0;0;2
"662";662;0;0;0;0;0;0;0;0;0;0;0;1
"663";663;0;0;0;0;0;0;0;0;0;0;0;1
"664";664;0;0;0;0;0;0;0;0;0;0;0;1
"665";665;0;0;0;0;0;0;0;0;0;0;0;1
"666";666;0;0;0;0;0;0;0;0;0;0;0;1
"667";667;0;0;0;0;0;0;0;0;0;0;0;1
"668";668;0;0;0;0;0;0;0;0;0;0;0;1
"669";669;0;0;0;0;0;0;0;0;0;0;0;1
"670";670;0;0;0;0;0;0;0;0;0;0;0;1
"671";671;0;0;0;0;0;0;0;0;0;0;0;1
"672";672;0;0;0;0;0;0;0;0;0;0;0;2
"673";673;0;0;0;0;0;0;0;0;0;0;0;1
"674";674;0;0;0;0;0;0;0;0;0;0;0;2
"675";675;0;0;0;0;0;0;0;0;0;0;0;1
"676";676;0;0;0;0;0;0;0;0;0;0;0;1
"677";677;0;0;0;0;0;0;0;0;0;0;0;1
"678";678;0;0;0;0;0;0;0;0;0;0;0;1
"679";679;0;0;0;0;0;0;0;0;0;0;0;2
"680";680;0;0;0;0;0;0;0;0;0;0;0;2
"681";681;0;0;0;0;0;0;0;0;0;0;0;1
"682";682;0;0;0;0;0;0;0;0;0;0;0;2
"683";683;0;0;0;0;0;0;0;0;0;0;0;2
"684";684;0;0;0;0;0;0;0;0;0;0;0;2
"685";685;0;0;0;0;0;0;0;0;0;0;0;2
"686";686;0;0;0;0;0;0;0;0;0;0;0;2
"687";687;0;0;0;0;0;0;0;0;0;0;0;2
"688";688;0;0;0;0;0;0;0;0;0;0;0;2
"689";689;0;0;0;0;0;0;0;0;0;0;0;2
"690";690;0;0;0;0;0;0;0;0;0;0;0;2
"691";691;0;0;0;0;0;0;0;0;0;0;0;2
"692";692;0;0;0;0;0;0;0;0;0;0;0;2
"693";693;0;0;0;0;0;0;0;0;0;0;0;2
"694";694;0;0;0;0;0;0;0;0;0;0;0;2
"695";695;0;0;0;0;0;0;0;0;0;0;0;2
"696";696;0;0;0;0;0;0;0;0;0;0;0;2
"697";697;0;0;0;0;0;0;0;0;0;0;0;2
"698";698;0;0;0;0;0;0;0;0;0;0;0;2
"699";699;0;0;0;0;0;0;0;0;0;0;0;2
"700";700;0;0;0;0;0;0;0;0;0;0;0;2
"701";701;0;0;0;0;0;0;0;0;0;0;0;2
"702";702;0;0;0;0;0;0;0;0;0;0;0;1
"703";703;0;0;0;0;0;0;0;0;0;0;0;1
"704";704;0;0;0;0;0;0;0;0;0;0;0;1
"705";705;0;0;0;0;0;0;0;0;0;0;0;1
"706";706;0;0;0;0;0;0;0;0;0;0;0;1
"707";707;0;0;0;0;0;0;0;0;0;0;0;1
"708";708;0;0;0;0;0;0;0;0;0;0;0;1
"709";709;0;0;0;0;0;0;0;0;0;0;0;1
"710";710;0;0;0;0;0;0;0;0;0;0;0;1
"711";711;0;0;0;0;0;0;0;0;0;0;0;0
"712";712;0;0;0;0;0;0;0;0;0;0;0;0
"713";713;0;0;0;0;0;0;0;0;0;0;0;0
"714";714;0;0;0;0;0;0;0;0;0;0;0;0
"715";715;0;0;0;0;0;0;0;0;0;0;0;2
"716";716;0;0;0;0;0;0;0;0;0;0;0;0
"717";717;0;0;0;0;0;0;0;0;0;0;0;0
"718";718;0;0;0;0;0;0;0;0;0;0;0;2
"719";719;0;0;0;0;0;0;0;0;0;0;0;0
"720";720;0;0;0;0;0;0;0;0;0;0;0;0
"721";721;0;0;0;0;0;0;0;0;0;0;0;2
"722";722;0;0;0;0;0;0;0;0;0;0;0;0
"723";723;0;0;0;0;0;0;0;0;0;0;0;0
"724";724;0;0;0;0;0;0;0;0;0;0;0;2
"725";725;0;0;0;0;0;0;0;0;0;0;0;0
"726";726;0;0;0;0;0;0;0;0;0;0;0;0
"727";727;0;0;0;0;0;0;0;0;0;0;0;2
"728";728;0;0;0;0;0;0;0;0;0;0;0;0
"729";729;0;0;0;0;0;0;0;0;0;0;0;0
"730";730;0;0;0;0;0;0;0;0;0;0;0;2
"731";731;0;0;0;0;0;0;0;0;0;0;0;2
"732";732;0;0;0;0;0;0;0;0;0;0;0;2
"733";733;0;0;0;0;0;0;0;0;0;0;0;2
"734";734;0;0;0;0;0;0;0;0;0;0;0;2
"735";735;0;0;0;0;0;0;0;0;0;0;0;2
"736";736;0;0;0;0;0;0;0;0;0;0;0;2
"737";737;0;0;0;0;0;0;0;0;0;0;0;1
"738";738;0;0;0;0;0;0;0;0;0;0;0;0
"739";739;0;0;0;0;0;0;0;0;0;0;0;1
"740";740;0;0;0;0;0;0;0;0;0;0;0;2
"741";741;0;0;0;0;0;0;0;0;0;0;0;0
"742";742;0;0;0;0;0;0;0;0;0;0;0;1
"743";743;0;0;0;0;0;0;0;0;0;0;0;0
"744";744;0;0;0;0;0;0;0;0;0;0;0;0
"745";745;0;0;0;0;0;0;0;0;0;0;0;0
"746";746;0;0;0;0;0;0;0;0;0;0;0;1
"747";747;0;0;0;0;0;0;0;0;0;0;0;0
"748";748;0;0;0;0;0;0;0;0;0;0;0;1
"749";749;0;0;0;0;0;0;0;0;0;0;0;2
"750";750;0;0;0;0;0;0;0;0;0;0;0;1
"751";751;0;0;0;0;0;0;0;0;0;0;0;2
"752";752;0;0;0;0;0;0;0;0;0;0;0;0
"753";753;0;0;0;0;0;0;0;0;0;0;0;0
"754";754;0;0;0;0;0;0;0;0;0;0;0;2
"755";755;0;0;0;0;0;0;0;0;0;0;0;2
"756";756;0;0;0;0;0;0;0;0;0;0;0;0
"757";757;0;0;0;0;0;0;0;0;0;0;0;0
"758";758;0;0;0;0;0;0;0;0;0;0;0;1
"759";759;0;0;0;0;0;0;0;0;0;0;0;1
"760";760;0;0;0;0;0;0;0;0;0;0;0;0
"761";761;0;0;0;0;0;0;0;0;0;0;0;0
"762";762;0;0;0;0;0;0;0;0;0;0;0;1
"763";763;0;0;0;0;0;0;0;0;0;0;0;1
"764";764;0;0;0;0;0;0;0;0;0;0;0;1
"765";765;0;0;0;0;0;0;0;0;0;0;0;0
"766";766;0;0;0;0;0;0;0;0;0;0;0;0
"767";767;0;0;0;0;0;0;0;0;0;0;0;1
"768";768;0;0;0;0;0;0;0;0;0;0;0;0
"769";769;0;0;0;0;0;0;0;0;0;0;0;0
"770";770;0;0;0;0;0;0;0;0;0;0;0;1
"771";771;0;0;0;0;0;0;0;0;0;0;0;0
"772";772;0;0;0;0;0;0;0;0;0;0;0;0
"773";773;0;0;0;0;0;0;0;0;0;0;0;2
"774";774;0;0;0;0;0;0;0;0;0;0;0;1
"775";775;0;0;0;0;0;0;0;0;0;0;0;1
"776";776;0;0;0;0;0;0;0;0;0;0;0;1
"777";777;0;0;0;0;0;0;0;0;0;0;0;1
"778";778;0;0;0;0;0;0;0;0;0;0;0;2
"779";779;0;0;0;0;0;0;0;0;0;0;0;2
"780";780;0;0;0;0;0;0;0;0;0;0;0;1
"781";781;0;0;0;0;0;0;0;0;0;0;0;0
"782";782;0;0;0;0;0;0;0;0;0;0;0;0
"783";783;0;0;0;0;0;0;0;0;0;0;0;2
"784";784;0;0;0;0;0;0;0;0;0;0;0;1
"785";785;0;0;0;0;0;0;0;0;0;0;0;0
"786";786;0;0;0;0;0;0;0;0;0;0;0;0
"787";787;0;0;0;0;0;0;0;0;0;0;0;0
"788";788;0;0;0;0;0;0;0;0;0;0;0;0
"789";789;0;0;0;0;0;0;0;0;0;0;0;1
"790";790;0;0;0;0;0;0;0;0;0;0;0;0
"791";791;0;0;0;0;0;0;0;0;0;0;0;0
"792";792;0;0;0;0;0;0;0;0;0;0;0;0
"793";793;0;0;0;0;0;0;0;0;0;0;0;1
"794";794;0;0;0;0;0;0;0;0;0;0;0;1
"795";795;0;0;0;0;0;0;0;0;0;0;0;0
"796";796;0;0;0;0;0;0;0;0;0;0;0;0
"797";797;0;0;0;0;0;0;0;0;0;0;0;1
"798";798;0;0;0;0;0;0;0;0;0;0;0;2
"799";799;0;0;0;0;0;0;0;0;0;0;0;0
"800";800;0;0;0;0;0;0;0;0;0;0;0;1
"801";801;0;0;0;0;0;0;0;0;0;0;0;2
"802";802;0;0;0;0;0;0;0;0;0;0;0;2
"803";803;0;0;0;0;0;0;0;0;0;0;0;2
"804";804;0;0;0;0;0;0;0;0;0;0;0;2
"805";805;0;0;0;0;0;0;0;0;0;0;0;2
"806";806;0;0;0;0;0;0;0;0;0;0;0;2
"807";807;0;0;0;0;0;0;0;0;0;0;0;1
"808";808;0;0;0;0;0;0;0;0;0;0;0;1
"809";809;0;0;0;0;0;0;0;0;0;0;0;2
"810";810;0;0;0;0;0;0;0;0;0;0;0;2
"811";811;0;0;0;0;0;0;0;0;0;0;0;2
"812";812;0;0;0;0;0;0;0;0;0;0;0;2
"813";813;0;0;0;0;0;0;0;0;0;0;0;2
"814";814;0;0;0;0;0;0;0;0;0;0;0;2
"815";815;0;0;0;0;0;0;0;0;0;0;0;2
"816";816;0;0;0;0;0;0;0;0;0;0;0;2
"817";817;0;0;0;0;0;0;0;0;0;0;0;2
"818";818;0;0;0;0;0;0;0;0;0;0;0;2
"819";819;0;0;0;0;0;0;0;0;0;0;0;2
"820";820;0;0;0;0;0;0;0;0;0;0;0;2
"821";821;0;0;0;0;0;0;0;0;0;0;0;1
"822";822;0;0;0;0;0;0;0;0;0;0;0;2
"823";823;0;0;0;0;0;0;0;0;0;0;0;1
"824";824;0;0;0;0;0;0;0;0;0;0;0;2
"825";825;0;0;0;0;0;0;0;0;0;0;0;2
"826";826;0;0;0;0;0;0;0;0;0;0;0;2
"827";827;0;0;0;0;0;0;0;0;0;0;0;2
"828";828;0;0;0;0;0;0;0;0;0;0;0;2
"829";829;0;0;0;0;0;0;0;0;0;0;0;2
"830";830;0;0;0;0;0;0;0;0;0;0;0;1
"831";831;0;0;0;0;0;0;0;0;0;0;0;1
"832";832;0;0;0;0;0;0;0;0;0;0;0;0
"833";833;0;0;0;0;0;0;0;0;0;0;0;0
"834";834;0;0;0;0;0;0;0;0;0;0;0;2
"835";835;0;0;0;0;0;0;0;0;0;0;0;0
"836";836;0;0;0;0;0;0;0;0;0;0;0;0
"837";837;0;0;0;0;0;0;0;0;0;0;0;0
"838";838;0;0;0;0;0;0;0;0;0;0;0;0
"839";839;0;0;0;0;0;0;0;0;0;0;0;0
"840";840;0;0;0;0;0;0;0;0;0;0;0;1
"841";841;0;0;0;0;0;0;0;0;0;0;0;1
"842";842;0;0;0;0;0;0;0;0;0;0;0;0
"843";843;0;0;0;0;0;0;0;0;0;0;0;0
"844";844;0;0;0;0;0;0;0;0;0;0;0;2
"845";845;0;0;0;0;0;0;0;0;0;0;0;2
"846";846;0;0;0;0;0;0;0;0;0;0;0;0
"847";847;0;0;0;0;0;0;0;0;0;0;0;0
"848";848;0;0;0;0;0;0;0;0;0;0;0;1
"849";849;0;0;0;0;0;0;0;0;0;0;0;1
"850";850;0;0;0;0;0;0;0;0;0;0;0;0
"851";851;0;0;0;0;0;0;0;0;0;0;0;0
"852";852;0;0;0;0;0;0;0;0;0;0;0;1
"853";853;0;0;0;0;0;0;0;0;0;0;0;1
"854";854;0;0;0;0;0;0;0;0;0;0;0;0
"855";855;0;0;0;0;0;0;0;0;0;0;0;0
"856";856;0;0;0;0;0;0;0;0;0;0;0;2
"857";857;0;0;0;0;0;0;0;0;0;0;0;2
"858";858;0;0;0;0;0;0;0;0;0;0;0;2
"859";859;0;0;0;0;0;0;0;0;0;0;0;2
"860";860;0;0;0;0;0;0;0;0;0;0;0;2
"861";861;0;0;0;0;0;0;0;0;0;0;0;2
"862";862;0;0;0;0;0;0;0;0;0;0;0;2
"863";863;0;0;0;0;0;0;0;0;0;0;0;2
"864";864;0;0;0;0;0;0;0;0;0;0;0;2
"865";865;0;0;0;0;0;0;0;0;0;0;0;2
"866";866;0;0;0;0;0;0;0;0;0;0;0;2
"867";867;0;0;0;0;0;0;0;0;0;0;0;1
"868";868;0;0;0;0;0;0;0;0;0;0;0;1
"869";869;0;0;0;0;0;0;0;0;0;0;0;1
"870";870;0;0;0;0;0;0;0;0;0;0;0;2
"871";871;0;0;0;0;0;0;0;0;0;0;0;1
"872";872;0;0;0;0;0;0;0;0;0;0;0;1
"873";873;0;0;0;0;0;0;0;0;0;0;0;1
"874";874;0;0;0;0;0;0;0;0;0;0;0;2
"875";875;0;0;0;0;0;0;0;0;0;0;0;1
"876";876;0;0;0;0;0;0;0;0;0;0;0;2
"877";877;0;0;0;0;0;0;0;0;0;0;0;1
"878";878;0;0;0;0;0;0;0;0;0;0;0;1
"879";879;0;0;0;0;0;0;0;0;0;0;0;1
"880";880;0;0;0;0;0;0;0;0;0;0;0;2
"881";881;0;0;0;0;0;0;0;0;0;0;0;1
"882";882;0;0;0;0;0;0;0;0;0;0;0;1
"883";883;0;0;0;0;0;0;0;0;0;0;0;2
"884";884;0;0;0;0;0;0;0;0;0;0;0;1
"885";885;0;0;0;0;0;0;0;0;0;0;0;2
"886";886;0;0;0;0;0;0;0;0;0;0;0;2
"887";887;0;0;0;0;0;0;0;0;0;0;0;2
"888";888;0;0;0;0;0;0;0;0;0;0;0;2
"889";889;0;0;0;0;0;0;0;0;0;0;0;2
"890";890;0;0;0;0;0;0;0;0;0;0;0;2
"891";891;0;0;0;0;0;0;0;0;0;0;0;1
"892";892;0;0;0;0;0;0;0;0;0;0;0;2
"893";893;0;0;0;0;0;0;0;0;0;0;0;1
"894";894;0;0;0;0;0;0;0;0;0;0;0;1
"895";895;0;0;0;0;0;0;0;0;0;0;0;1
"896";896;0;0;0;0;0;0;0;0;0;0;0;1
"897";897;0;0;0;0;0;0;0;0;0;0;0;1
"898";898;0;0;0;0;0;0;0;0;0;0;0;2
"899";899;0;0;0;0;0;0;0;0;0;0;0;1
"900";900;0;0;0;0;0;0;0;0;0;0;0;2
"901";901;0;0;0;0;0;0;0;0;0;0;0;1
"902";902;0;0;0;0;0;0;0;0;0;0;0;1
"903";903;0;0;0;0;0;0;0;0;0;0;0;1
"904";904;0;0;0;0;0;0;0;0;0;0;0;2
"905";905;0;0;0;0;0;0;0;0;0;0;0;2
"906";906;0;0;0;0;0;0;0;0;0;0;0;2
"907";907;0;0;0;0;0;0;0;0;0;0;0;2
"908";908;0;0;0;0;0;0;0;0;0;0;0;2
"909";909;0;0;0;0;0;0;0;0;0;0;0;2
"910";910;0;0;0;0;0;0;0;0;0;0;0;2
"911";911;0;0;0;0;0;0;0;0;0;0;0;2
"912";912;0;0;0;0;0;0;0;0;0;0;0;2
"913";913;0;0;0;0;0;0;0;0;0;0;0;2
"914";914;0;0;0;0;0;0;0;0;0;0;0;2
"915";915;0;0;0;0;0;0;0;0;0;0;0;2
"916";916;0;0;0;0;0;0;0;0;0;0;0;2
"917";917;0;0;0;0;0;0;0;0;0;0;0;2
"918";918;0;0;0;0;0;0;0;0;0;0;0;2
"919";919;0;0;0;0;0;0;0;0;0;0;0;2
"920";920;0;0;0;0;0;0;0;0;0;0;0;2
"921";921;0;0;0;0;0;0;0;0;0;0;0;2
"922";922;0;0;0;0;0;0;0;0;0;0;0;2
"923";923;0;0;0;0;0;0;0;0;0;0;0;2
"924";924;0;0;0;0;0;0;0;0;0;0;0;2
"925";925;0;0;0;0;0;0;0;0;0;0;0;2
"926";926;0;0;0;0;0;0;0;0;0;0;0;2
"927";927;0;0;0;0;0;0;0;0;0;0;0;2
"928";928;0;0;0;0;0;0;0;0;0;0;0;2
"929";929;0;0;0;0;0;0;0;0;0;0;0;2
"930";930;0;0;0;0;0;0;0;0;0;0;0;2
"931";931;0;0;0;0;0;0;0;0;0;0;0;2
"932";932;0;0;0;0;0;0;0;0;0;0;0;2
"933";933;0;0;0;0;0;0;0;0;0;0;0;2
"934";934;0;0;0;0;0;0;0;0;0;0;0;2
"935";935;0;0;0;0;0;0;0;0;0;0;0;2
"936";936;0;0;0;0;0;0;0;0;0;0;0;2
"937";937;0;0;0;0;0;0;0;0;0;0;0;0
"938";938;0;0;0;0;0;0;0;0;0;0;0;2
"939";939;0;0;0;0;0;0;0;0;0;0;0;2
"940";940;0;0;0;0;0;0;0;0;0;0;0;2
"941";941;0;0;0;0;0;0;0;0;0;0;0;1
"942";942;0;0;0;0;0;0;0;0;0;0;0;2
"943";943;0;0;0;0;0;0;0;0;0;0;0;2
"944";944;0;0;0;0;0;0;0;0;0;0;0;1
"945";945;0;0;0;0;0;0;0;0;0;0;0;1
"946";946;0;0;0;0;0;0;0;0;0;0;0;1
"947";947;0;0;0;0;0;0;0;0;0;0;0;1
"948";948;0;0;0;0;0;0;0;0;0;0;0;1
"949";949;0;0;0;0;0;0;0;0;0;0;0;1
"950";950;0;0;0;0;0;0;0;0;0;0;0;2
"951";951;0;0;0;0;0;0;0;0;0;0;0;1
"952";952;0;0;0;0;0;0;0;0;0;0;0;1
"953";953;0;0;0;0;0;0;0;0;0;0;0;1
"954";954;0;0;0;0;0;0;0;0;0;0;0;2
"955";955;0;0;0;0;0;0;0;0;0;0;0;1
"956";956;0;0;0;0;0;0;0;0;0;0;0;1
"957";957;0;0;0;0;0;0;0;0;0;0;0;2
"958";958;0;0;0;0;0;0;0;0;0;0;0;1
"959";959;0;0;0;0;0;0;0;0;0;0;0;1
