"";"x"
"1";1
"2";1
"3";1
"4";1
"5";1
"6";1
"7";2
"8";2
"9";1
"10";2
"11";2
"12";2
"13";1
"14";1
"15";1
"16";1
"17";1
"18";1
"19";2
"20";2
"21";2
"22";2
"23";1
"24";1
"25";1
"26";1
"27";2
"28";1
"29";1
"30";1
"31";1
"32";2
"33";2
"34";1
"35";1
"36";1
"37";1
"38";1
"39";1
"40";1
"41";1
"42";1
"43";1
"44";1
"45";2
"46";1
"47";2
"48";2
"49";0
"50";0
"51";0
"52";0
"53";0
"54";0
"55";0
"56";0
"57";0
"58";0
"59";0
"60";0
"61";0
"62";0
"63";0
"64";0
"65";0
"66";0
"67";2
"68";0
"69";0
"70";0
"71";2
"72";0
"73";0
"74";0
"75";0
"76";0
"77";0
"78";2
"79";2
"80";0
"81";0
"82";2
"83";0
"84";0
"85";0
"86";0
"87";1
"88";1
"89";1
"90";1
"91";1
"92";1
"93";1
"94";1
"95";1
"96";2
"97";0
"98";0
"99";0
"100";0
"101";0
"102";0
"103";0
"104";0
"105";0
"106";0
"107";0
"108";1
"109";0
"110";0
"111";0
"112";0
"113";0
"114";0
"115";0
"116";0
"117";2
"118";2
"119";2
"120";2
"121";2
"122";2
"123";2
"124";2
"125";2
"126";2
"127";2
"128";2
"129";2
"130";2
"131";2
"132";2
"133";2
"134";2
"135";2
"136";2
"137";2
"138";2
"139";2
"140";1
"141";1
"142";2
"143";1
"144";2
"145";1
"146";1
"147";2
"148";2
"149";2
"150";2
"151";2
"152";2
"153";1
"154";2
"155";1
"156";2
"157";2
"158";1
"159";1
"160";1
"161";2
"162";2
"163";2
"164";2
"165";2
"166";2
"167";2
"168";2
"169";1
"170";2
"171";2
"172";2
"173";2
"174";0
"175";2
"176";2
"177";2
"178";2
"179";1
"180";1
"181";1
"182";1
"183";1
"184";1
"185";1
"186";1
"187";1
"188";1
"189";1
"190";2
"191";1
"192";1
"193";1
"194";1
"195";1
"196";1
"197";2
"198";1
"199";1
"200";2
"201";2
"202";2
"203";0
"204";0
"205";0
"206";0
"207";0
"208";0
"209";0
"210";0
"211";0
"212";0
"213";0
"214";0
"215";0
"216";0
"217";0
"218";0
"219";0
"220";0
"221";0
"222";0
"223";0
"224";0
"225";0
"226";0
"227";0
"228";0
"229";0
"230";0
"231";0
"232";0
"233";0
"234";0
"235";0
"236";0
"237";0
"238";0
"239";2
"240";1
"241";0
"242";0
"243";0
"244";0
"245";0
"246";0
"247";0
"248";0
"249";0
"250";0
"251";0
"252";0
"253";2
"254";2
"255";2
"256";2
"257";2
"258";2
"259";2
"260";2
"261";2
"262";0
"263";0
"264";0
"265";0
"266";0
"267";0
"268";0
"269";0
"270";2
"271";2
"272";2
"273";2
"274";1
"275";1
"276";0
"277";1
"278";1
"279";0
"280";0
"281";0
"282";0
"283";1
"284";0
"285";0
"286";0
"287";0
"288";0
"289";0
"290";0
"291";0
"292";1
"293";0
"294";0
"295";0
"296";1
"297";0
"298";1
"299";0
"300";0
"301";1
"302";0
"303";0
"304";0
"305";1
"306";1
"307";2
"308";2
"309";1
"310";1
"311";1
"312";1
"313";1
"314";1
"315";0
"316";0
"317";1
"318";0
"319";0
"320";1
"321";1
"322";2
"323";1
"324";0
"325";0
"326";1
"327";1
"328";0
"329";0
"330";1
"331";0
"332";1
"333";0
"334";0
"335";0
"336";0
"337";0
"338";0
"339";1
"340";0
"341";0
"342";0
"343";0
"344";0
"345";0
"346";0
"347";0
"348";0
"349";0
"350";0
"351";1
"352";0
"353";0
"354";0
"355";0
"356";0
"357";0
"358";0
"359";0
"360";0
"361";0
"362";0
"363";0
"364";0
"365";0
"366";0
"367";1
"368";0
"369";0
"370";0
"371";0
"372";0
"373";0
"374";0
"375";0
"376";0
"377";0
"378";0
"379";0
"380";0
"381";0
"382";0
"383";0
"384";0
"385";0
"386";0
"387";0
"388";0
"389";0
"390";0
"391";0
"392";0
"393";0
"394";0
"395";0
"396";0
"397";0
"398";0
"399";0
"400";0
"401";0
"402";0
"403";0
"404";0
"405";0
"406";0
"407";0
"408";0
"409";0
"410";0
"411";0
"412";0
"413";0
"414";0
"415";0
"416";0
"417";0
"418";0
"419";0
"420";0
"421";0
"422";0
"423";0
"424";0
"425";0
"426";0
"427";0
"428";0
"429";1
"430";1
"431";1
"432";1
"433";1
"434";1
"435";1
"436";1
"437";1
"438";0
"439";0
"440";0
"441";0
"442";0
"443";0
"444";0
"445";0
"446";0
"447";0
"448";0
"449";0
"450";0
"451";2
"452";2
"453";2
"454";2
"455";1
"456";1
"457";2
"458";2
"459";2
"460";2
"461";2
"462";2
"463";2
"464";2
"465";2
"466";2
"467";2
"468";1
"469";1
"470";1
"471";1
"472";2
"473";2
"474";2
"475";1
"476";2
"477";1
"478";1
"479";2
"480";2
"481";0
