"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"porteil";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"pluie";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"plat";-0,032;5,177;-0,906;-0,221;-0,267;-0,202
"pied";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"phrase";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"photographe";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"personnel";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"peintre";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"peau";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"parvenir";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"participant";-0,032;-0,624;0,175;3,302;-0,267;-0,202
"paroi";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"papou";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"orphelin";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"originaire";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"olympia";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"négociation";-0,032;-0,624;0,175;3,302;-0,267;-0,202
"noir";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"neige";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"métrage";-0,032;5,177;-0,906;-0,221;-0,267;-0,202
"métier";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"mésopotamie";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"mériter";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"mémoire";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"mur";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"montage";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"monnet";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"minute";-1,874;-0,624;3,202;3,302;-0,267;-0,202
"min";-1,874;-0,624;3,202;3,302;-0,267;-0,202
"microtrottoir";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"mi_homme";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"medium";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"maxence";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"mariage";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"marabout";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"manière";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"maman";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"malédiction";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"malade";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"léon";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"lynx";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"lycée";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"londres";-0,032;5,177;-0,906;-0,221;-0,267;-0,202
"ligue";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"lien";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"laboratoire";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"jésus";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"justicier";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"julie";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"jc";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"james";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"invention";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"intérêt";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"intégrer";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"intriguer";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"interpeller";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"indéniable";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"importer";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"impertinence";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"iens";-0,032;5,177;-0,906;-0,221;-0,267;-0,202
"ienne";-1,874;0,552;-0,906;16,85;-0,267;-0,202
"idée";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"hôtel";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"hybride";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"highland";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"géologique";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"génétique";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"généralement";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"gildas";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"gaspard";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"galaxie";1,017;-0,624;-0,906;3,302;-0,267;-0,202
"gadget";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"front";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"franz";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"fin";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"fil";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"feuilleton";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"favier";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"fan";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"fabriquer";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"fabrication";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"extérieur";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"experience";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"exactement";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"evocation";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"evelyne";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"eurovision";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"espion";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"envahisseur";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"envahir";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"entité";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"ennemi";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"engin";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"ena";-0,032;5,177;-0,906;-0,221;-0,267;-0,202
"emplacement";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"elysée";-1,874;0,552;-0,906;16,85;-0,267;-0,202
"elvis";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"eglise";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"effondrement";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"effectuer";-1,874;0,552;0,175;3,302;-0,267;-0,202
"développer";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"détecter";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"détail";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"désir";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"dépasser";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"délicat";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"définir";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"défiler";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"déclencher";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"dutronc";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"dupont";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"dresser";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"document";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"divorcer";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"discours";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"diriger";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"diffusion";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"descendre";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"cécile";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"cyril";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"culinaire";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"cuisinier";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"créateur";-1,874;0,552;0,175;3,302;-0,267;-0,202
"croûte";-1,874;0,552;-0,906;16,85;-0,267;-0,202
"cristal";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"craquer";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"court";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"couleur";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"costume";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"constituer";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"conservateur";-1,874;5,177;-0,906;3,302;-0,267;-0,202
"conquête";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"condition";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"conclusion";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"concert";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"compositeur";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"complet";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"com";-1,874;-0,624;-0,906;40,864;-0,267;-0,202
"collignon";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"coller";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"cockpit";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"clown";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"climatique";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"clervoy";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"cigarette";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"chronologique";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"chorégraphie";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"chinois";-0,032;-0,624;0,175;3,302;-0,267;-0,202
"chasse";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"charles";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"championnat";-1,874;0,552;0,175;3,302;-0,267;-0,202
"chaleur";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"chair";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"cavale";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"casser";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"carolin";-0,032;-0,624;-0,906;16,85;-0,267;-0,202
"carole";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"camp";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"camer";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"bruxelles";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"bretagne";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"brennan";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"brafman";-1,874;-0,624;9,986;-0,221;-0,267;-0,202
"bourgeois";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"bourdais";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"booth";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"boire";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"bleu";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"bible";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"benjamin";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"belgique";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"bde";-1,874;0,552;-0,906;16,85;-0,267;-0,202
"bataille";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"barnier";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"ballon_sonde";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"aéronautique";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"attraper";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"atterrissage";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"attal";-1,874;0,552;0,175;3,302;-0,267;-0,202
"astronome";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"assurance";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"assister";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"assassiner";-0,032;5,177;-0,906;-0,221;-0,267;-0,202
"article";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"artefact";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"apollo";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"août";-0,032;-0,624;3,202;-0,221;-0,267;-0,202
"antiquité";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"ange";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"ancêtre";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"amérique";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"ali";-1,874;0,552;-0,906;16,85;-0,267;-0,202
"agression";-0,032;5,177;-0,906;-0,221;-0,267;-0,202
"affiche";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"accueil";-1,874;0,552;3,202;-0,221;-0,267;-0,202
"abriter";4,827;-0,624;-0,906;-0,221;-0,267;-0,202
"abattre";1,017;-0,624;-0,906;3,302;-0,267;-0,202
"abandonner";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"1er";-1,874;14,5;-0,906;-0,221;-0,267;-0,202
"de";-3,679;0,302;3,057;-3,032;-4,823;17,953
"la";5,997;-1,444;-4,815;-0,262;-36,497;65,806
"et";-6,931;-1,331;8,447;-35,714;-0,038;71,536
"l";-8,417;-0,001;-0,06;-7,504;0,02;80,593
"des";71,186;-1,01;0,01;-19,248;-9,512;-55,864
"être";6,37;-2,968;-17,123;-23,75;0,265;86,521
"les";46,655;-1,725;0,305;-25,117;0,575;-67,88
"le";4,536;5,022;0,669;-0,797;0,099;-73,861
"d";31,152;-1,635;2,551;-2,95;-7,169;-51,331
"avoir";26,266;-2,282;-0,441;-8,01;8,618;-50,806
"à";-12,166;-0,978;0,068;-6,769;0,452;100,416
"un";11,076;-2,439;1,9;-21,078;16,524;-41,417
"une";0,002;-18,98;-3,053;-25,659;7,413;141,803
"en";-0,31;2,166;41,286;2,634;-49,326;-37,339
"sur";-2,468;0,438;-15,949;-1,44;-3,49;154,009
"du";-0,09;8,888;5,413;10,789;-33,114;-25,067
"qui";-19,489;-25,786;-8,239;-29,308;183,267;146,427
"dans";11,308;-0,545;0,026;-1,356;0,176;-26,331
"il";26,505;-2,856;-1,281;-4,871;1,352;-22,406
"s";-29,425;-8,994;-15,216;-16,424;63,318;308,155
"pour";-2,263;0,027;17,419;-2,12;2,061;-21,125
"avec";-7,391;0,255;13,998;-3,105;12,656;-16,102
"ne";-0,067;-6,061;-0,066;-2,13;87,231;-17,755
"par";0,061;0,429;4,34;-9,239;4,273;-18,451
"que";75,424;-5,892;-0,684;-11,163;-19,037;-14,411
"se";22,112;0,046;-0,34;-1,1;-14,674;-11,108
"son";-0,126;1,641;32,251;-8,948;-16,173;-12,243
"au";0,253;2,2;4,74;0,381;-15,017;-11,368
"ses";-9,167;-0,471;-0,458;-11,521;179,202;-10,508
"pouvoir";16,404;-16,318;-19,744;-6,416;110,463;-11,042
"ils";17,223;-4,045;-11,866;-7,719;31,352;-6,87
"e";-77,893;-13,918;-14,891;5,421;15,843;541,518
"leur";-1,875;-11,98;-1,55;-6,261;201,258;-9,581
"pas";-2,234;-3,801;-2,622;-7,364;175,567;-10,679
"faire";3,774;-0,135;12,914;-6,012;-12,327;-9,331
"elle";0,017;-0,772;17,371;0,004;-9,645;-7,301
"qu";27,716;-2,537;1,548;-8,512;-12,989;-9,832
"ce";4,018;-0,002;4,066;-0,096;-12,767;-9,665
"aux";-0,96;0,045;1,733;30,474;-10,278;-7,78
"20";-12,915;26,504;-6,304;74,554;-7,381;-5,587
"plus";17,691;0,609;-0,281;-5,84;-9,645;-7,301
"19";-11,503;15,487;-9,031;102,525;-5,395;-4,084
"sa";-2,598;4,588;18,196;-2,969;-8,194;-6,203
"après";-9,995;-1,59;0,04;-1,346;99,598;-4,381
"mais";-0,673;0,748;-1,995;-7,399;52,746;-6,749
"tout";7,051;-0,698;3,739;-5,212;-6,281;-4,754
"tous";-9,959;-0,014;0,148;-3,577;79,904;-5,131
"ou";2,911;0,189;1,498;-2,434;-5,298;-4,011
"on";0,069;-0,012;14,446;-4,64;-5,591;-4,232
"nous";3,941;-0,415;4,79;-4,397;-5,298;-4,011
"c";-2,695;7,287;4,981;-0,003;-5,591;-4,232
"21";-16,898;28,076;-1,786;32,618;-3,288;-2,489
"y";4,883;0,498;-1,183;0,577;-4,91;-3,717
"comme";-1,9;-3,984;-0,626;-2,884;97,339;-4,455
"cette";4,576;-1,116;3,161;-1,106;-5,395;-4,084
"lui";5,126;-0,415;3,486;-4,397;-5,298;-4,011
"an";1,384;-0,123;5,473;-2,068;-4,813;-3,643
"autres";0,036;-11,483;-4,352;-4,075;123,861;-3,717
"aujourd_hui";-6,238;-1,46;-0,679;-4,155;120,757;-3,79
"leurs";3,196;-0,086;2,725;-3,436;-4,141;-3,134
"bien";-0,126;-8,436;-5,061;-3,834;133,93;-3,497
"aussi";-11,04;-0,37;-0,775;-3,834;133,93;-3,497
"ces";14,488;-1,604;0,097;-3,675;-4,428;-3,352
"très";0,007;0,162;7,999;-3,12;-3,76;-2,846
"depuis";3,196;-0,086;0,866;-0,425;-4,141;-3,134
"durant";0,992;0,028;-0,028;-0,369;-0,445;-0,337
"vous";-9,346;1,053;21,309;-0,277;-2,17;-1,643
"où";4,72;0,414;0,006;-2,885;-3,476;-2,631
"deux";-0,961;0,134;12,083;-0,965;-3,288;-2,489
"devoir";0,716;4,105;-0,071;-0,777;-3,006;-2,276
"selon";44,5;-5,404;-6,449;-2,729;-3,288;-2,489
"plein";-19,224;-3,327;-0,729;-2,651;210,589;-2,418
"grâce";-8,846;-7,47;-2,78;-2,651;210,589;-2,418
"alors";2,793;-0,168;1,304;-2,108;-2,54;-1,923
"lorsque";-4,683;-4,98;-10,528;-2,573;218,13;-2,347
"23";-4,593;12,274;-1,033;8,358;-1,437;-1,088
"même";10,304;-1,406;-0,357;-0,716;-2,913;-0,558
"comment";-4,869;-0,408;30,593;-0,656;-2,819;-2,134
"non";7,359;-0,026;-0,587;-1,42;-1,711;-1,295
"22";-8,185;18,173;-0,445;5,415;-1,165;-0,882
"vouloir";0,005;0,343;1,784;-0,231;-2,078;-1,573
"personne";2,577;-0,376;1,428;-1,801;-2,17;-1,643
"notre";5,039;-0,025;0,01;-1,878;-2,262;-1,713
"entre";1,112;0,494;-0,332;0,783;-2,447;-1,853
"elles";12,505;-0,282;-1,344;-1,725;-2,078;-1,573
"dont";1,395;0,23;0,499;-1,801;-2,17;-1,643
"00";-5,165;42,594;-5,191;0,651;-1,528;-1,157
"si";15,262;-1,51;-0,732;-1,878;-2,262;-1,713
"croire";6,037;0,016;-0,31;-1,648;-1,986;-1,503
"30";-4,701;15,393;-3,763;17,055;-1,803;-1,365
"point";-1,17;-1,029;2,2;14,624;-1,986;-1,503
"12";-8,128;1,604;2,2;14,624;-1,986;-1,503
"t";3,044;-0,355;0,001;-0,026;-1,528;-1,157
"quelques";-1,17;0,016;12,415;-1,648;-1,986;-1,503
"50";-2,018;18,91;-0,431;-0,048;-1,62;-1,226
"40";-3,435;12,994;-0,056;0,156;-0,894;-0,677
"savoir";6,176;-3,788;1,066;-1,344;-1,62;-1,226
"sans";1,159;-0,736;3,246;-1,496;-1,803;-1,365
"pendant";0,376;-0,068;1,606;-0,11;-1,803;-1,365
"05";-2,281;18,923;-0,513;-0,593;-0,714;-0,54
"million";5,284;-2,725;0;0,014;-1,165;-0,882
"11";-4,03;0,085;0,106;26,125;-1,346;-1,019
"07";-2,852;9,386;-0,738;3,353;-0,804;-0,609
"toujours";3,105;-0,026;0,109;-1,42;-1,711;-1,295
"quand";0,376;7,442;-0,758;-1,496;-1,803;-1,365
"cet";1,544;0,489;0,001;-1,268;-1,528;-1,157
"2";-7,078;12,274;0,599;0,809;-1,437;-1,088
"01";-5,844;10,723;-2,038;18,47;-1,256;-0,95
"lors";0,002;6,052;-0,009;-1,344;-1,62;-1,226
"j";-4,166;0,204;17,367;-1,42;-1,711;-1,295
"dire";0,002;1,443;1,066;-1,344;-1,62;-1,226
"certains";7,557;-0,355;-1,255;-0,026;-1,528;-1,157
"autre";3,105;-0,6;0,772;-1,42;-1,711;-1,295
"15";-5,165;6,978;0,001;7,506;-1,528;-1,157
"puis";1,434;-0,158;0,886;-1,117;-1,346;-1,019
"contre";2,999;0,961;-0,822;-1,117;-1,346;-1,019
"sous";11,983;-1,734;-1,487;-0,048;-1,62;-1,226
"plusieurs";7,84;-1,179;-0,084;-1,117;-1,346;-1,019
"chez";-2,417;2,223;2,337;0,041;-1,074;-0,813
"avant";-4,593;2,256;9,986;-1,193;-1,437;-1,088
"autour";1,991;3,691;-3,036;-0,742;-0,894;-0,677
"55";-6,459;5,559;0,886;4,109;-1,346;-1,019
"5";-0,577;22,088;-2,038;-1,042;-1,256;-0,95
"3";-2,643;2,256;0,599;3,592;-1,437;-1,088
"10";-5,844;10,723;-0,023;4,71;-1,256;-0,95
"09";-2,281;6,097;-0,513;4,152;-0,714;-0,54
"04";-1,441;12,994;-0,979;0,156;-0,894;-0,677
"02";-8,185;1,706;0;31,778;-1,165;-0,882
"pourquoi";2,187;-3,362;3,869;-1,193;-1,437;-1,088
"nos";3,985;2,256;-2,601;-1,193;-1,437;-1,088
"me";-0,032;0,552;0,175;-0,221;-0,267;-0,202
"là";0,575;3,691;-0,979;-0,742;-0,894;-0,677
"certaines";11,117;-0,158;-2,318;-1,117;-1,346;-1,019
"45";-1,002;0,162;-0,004;9,955;-0,804;-0,609
"44";-3,435;12,994;-0,056;0,156;-0,894;-0,677
"1";-3,435;12,994;-0,979;2,728;-0,894;-0,677
"08";-6,915;10,893;1,09;0,087;-0,984;-0,745
"toute";-0,577;1,292;1,258;0,002;-1,256;-0,95
"souvent";0,12;-1,002;5,741;-1,042;-1,256;-0,95
"jamais";6,318;-0,249;-0,176;-1,193;-1,437;-1,088
"bon";-9,46;2,786;11,594;-0,001;-1,346;-1,019
"beaucoup";-0,577;-0,083;9,201;-1,042;-1,256;-0,95
"27";-3,435;7,634;-3,036;17,346;-0,894;-0,677
"25";-0,3;1,165;-0,979;8,458;-0,894;-0,677
"17";-1,722;1,292;3,093;0,002;-1,256;-0,95
"13";-0,918;9,176;-1,494;1,827;-1,074;-0,813
"03";-5,648;4,738;0,529;3,353;-0,804;-0,609
"54";-0,58;6,238;-1,232;2,23;-0,984;-0,745
"47";-1,441;3,691;-3,036;17,346;-0,894;-0,677
"16";-1,441;12,994;-3,036;2,728;-0,894;-0,677
"06";-1,203;4,566;-1,816;6,62;-0,535;-0,405
"eux";0,807;-0,083;1,258;-1,042;-1,256;-0,95
"encore";2,977;-0,831;0,429;-0,967;-1,165;-0,882
"différents";8,249;-0,03;-1,764;-0,967;-1,165;-0,882
"28";-1,441;7,634;-0,979;2,728;-0,894;-0,677
"000";0,344;-0,001;-0,142;0,909;-0,535;-0,405
"trois";0,141;0,162;0,529;-0,667;-0,804;-0,609
"peu";-0,58;0,795;1,09;0,087;-0,984;-0,745
"59";-1,002;4,738;-2,73;9,955;-0,804;-0,609
"52";0,011;3,691;-3,036;2,728;-0,894;-0,677
"48";-5,017;6,097;-0,513;11,843;-0,714;-0,54
"35";0,575;-0,365;-3,036;17,346;-0,894;-0,677
"33";-0,098;-1,88;-0,004;20,062;-0,804;-0,609
"57";-2,852;9,386;-0,738;3,353;-0,804;-0,609
"56";-1,916;6,238;-3,342;15,136;-0,984;-0,745
"29";1,979;-0,124;-0,513;0,402;-0,714;-0,54
"trop";1,13;1,663;-0,738;-0,667;-0,804;-0,609
"toutes";8,212;-1,67;-0,513;-0,593;-0,714;-0,54
"rien";-0,019;0,795;1,09;-0,817;-0,984;-0,745
"moins";1,13;1,663;-0,738;-0,667;-0,804;-0,609
"mal";1,13;0,162;-0,004;-0,667;-0,804;-0,609
"je";-3,435;-0,365;18,32;-0,742;-0,894;-0,677
"falloir";1,13;0,162;-0,004;-0,667;-0,804;-0,609
"cela";2,992;-0,51;0,106;-0,817;-0,984;-0,745
"53";-1,002;4,738;-2,73;9,955;-0,804;-0,609
"4";4,26;-2,091;-0,979;2,728;-0,894;-0,677
"38";-0,61;-0,124;-0,513;23,475;-0,714;-0,54
"31";-1,002;4,738;-2,73;9,955;-0,804;-0,609
"26";-2,852;32,77;-2,73;-0,667;-0,804;-0,609
"mes";6,667;-1,46;-0,311;-0,518;-0,624;-0,473
"loin";0,141;0,162;0,529;-0,667;-0,804;-0,609
"celui";1,979;-1,67;0,933;-0,593;-0,714;-0,54
"afin";4,26;0,056;-0,979;-0,742;-0,894;-0,677
"42";1,979;-0,124;-0,513;0,402;-0,714;-0,54
"39";-1,729;-0,041;-0,311;27,882;-0,624;-0,473
"24";0,059;3,263;-2,12;0,609;-0,624;-0,473
"18";-4,386;0,642;1,538;5,2;-0,624;-0,473
"ça";-2,281;-1,67;18,747;-0,593;-0,714;-0,54
"x";3,065;-0,235;-0,004;-0,667;-0,804;-0,609
"tant";-1,203;-0,001;6,42;-0,444;-0,535;-0,405
"g";-1,874;5,177;0,175;-0,221;-0,267;-0,202
"franco";-2,852;-1,88;-0,738;71,42;-0,804;-0,609
"concernant";0,344;1,106;-1,816;0,909;-0,535;-0,405
"celle";1,979;-0,124;0,016;-0,593;-0,714;-0,54
"car";1,047;0,642;-0,311;-0,518;-0,624;-0,473
"au_dessus";4,564;-0,124;-0,513;-0,593;-0,714;-0,54
"ailleurs";4,564;-1,67;0,016;-0,593;-0,714;-0,54
"49";-3,128;13,927;-1,512;1,359;-0,445;-0,337
"46";-0,718;1,838;-1,512;8,638;-0,445;-0,337
"43";0,229;0,173;0,008;-0,295;-0,356;-0,269
"36";-0,718;6,471;-1,512;1,359;-0,445;-0,337
"34";0,059;-0,041;-2,12;14,291;-0,624;-0,473
"32";-5,017;2,338;-0,513;23,475;-0,714;-0,54
"2017";1,979;2,338;-2,425;-0,593;-0,714;-0,54
"14";-1,729;23,243;-2,12;-0,518;-0,624;-0,473
"vers";-0,065;1,106;0,352;-0,444;-0,535;-0,405
"pourtant";0,459;-0,124;0,933;-0,593;-0,714;-0,54
"laquelle";0,459;0,346;0,016;-0,593;-0,714;-0,54
"ensuite";-1,203;-0,001;6,42;-0,444;-0,535;-0,405
"ben";1,017;-0,624;0,175;-0,221;-0,267;-0,202
"alerte";-0,287;7,903;-0,311;-0,518;-0,624;-0,473
"51";0,006;0,028;-1,512;8,638;-0,445;-0,337
"sept";3,25;-0,041;-0,311;-0,518;-0,624;-0,473
"quatre";0,059;-0,041;1,538;-0,518;-0,624;-0,473
"peut_être";0,344;-0,001;0,352;-0,444;-0,535;-0,405
"parmi";5,15;-1,25;-1,816;0,909;-0,535;-0,405
"o";0,059;-0,041;1,538;-0,518;-0,624;-0,473
"moi";-3,128;-1,041;16,67;-0,369;-0,445;-0,337
"m";-3,756;1,106;6,42;-0,444;-0,535;-0,405
"hé";1,047;-0,041;0,117;-0,518;-0,624;-0,473
"hier";-3,128;1,838;-1,512;22,207;-0,445;-0,337
"fort";-0,718;0,028;3,833;-0,369;-0,445;-0,337
"douze";1,017;0,552;-0,906;-0,221;-0,267;-0,202
"dix";11,299;-1,46;-2,12;-0,518;-0,624;-0,473
"chaque";-0,287;3,263;0,117;-0,518;-0,624;-0,473
"ainsi";3,676;0,028;-1,512;-0,369;-0,445;-0,337
"2007";-2,5;3,039;0,008;2,069;-0,356;-0,269
"vos";-3,756;1,106;6,42;-0,444;-0,535;-0,405
"vite";-0,718;6,471;-0,028;-0,369;-0,445;-0,337
"quoi";0,344;1,106;-0,142;-0,444;-0,535;-0,405
