%%MatrixMarket matrix coordinate integer general
2305 2490 31072
104 1 1
105 1 1
108 1 1
1138 1 1
1395 1 1
1800 1 1
1928 1 1
41 2 1
64 2 1
70 2 1
113 2 1
121 2 1
162 2 1
187 2 1
191 2 1
255 2 1
268 2 1
449 2 1
462 2 1
618 2 1
622 2 1
625 2 1
769 2 1
1264 2 1
1300 2 1
1369 2 1
1525 2 1
1526 2 1
1530 2 1
1531 2 1
1536 2 1
1537 2 1
1557 2 1
1639 2 1
1640 2 1
1730 2 1
1751 2 1
1784 2 1
1820 2 1
1822 2 1
1825 2 1
1827 2 1
1829 2 1
1833 2 1
1841 2 1
1988 2 1
1989 2 1
2048 2 1
2098 2 1
2110 2 1
2184 2 1
2261 2 1
127 3 1
1829 3 1
1844 3 1
1103 4 1
1139 4 1
1149 4 1
1406 4 1
464 5 1
787 5 1
1123 5 1
1391 5 1
1437 5 1
1449 5 1
1707 5 1
1871 5 1
120 6 1
2041 6 1
2080 6 1
2081 6 1
2173 6 1
139 7 1
141 7 1
145 7 1
147 7 1
149 7 1
151 7 1
152 7 1
153 7 1
154 7 1
156 7 1
158 7 1
165 7 1
166 7 1
172 7 1
176 7 1
183 7 1
184 7 1
201 7 1
203 7 1
205 7 1
215 7 1
217 7 1
219 7 1
221 7 1
1303 7 1
1333 7 1
1618 8 1
1619 8 1
1624 8 1
1625 8 1
1626 8 1
1627 8 1
1628 8 1
1629 8 1
1630 8 1
1631 8 1
1632 8 1
1661 8 1
1662 8 1
1663 8 1
483 9 1
745 9 1
746 9 1
2044 9 1
2049 9 1
136 10 1
328 10 1
707 10 1
981 10 1
1599 10 1
1959 10 1
1972 10 1
1973 10 1
1974 10 1
1975 10 1
1976 10 1
689 11 1
690 11 1
1173 11 1
1184 11 1
1185 11 1
1186 11 1
1752 11 1
2125 11 1
159 12 1
180 12 1
1822 12 1
1840 12 1
9 13 1
708 13 1
709 13 1
740 13 1
987 13 1
989 13 1
992 13 1
995 13 1
998 13 1
1001 13 1
1004 13 1
1364 14 1
1376 14 1
1387 14 1
1127 15 1
1833 15 1
1916 15 1
425 16 1
473 16 1
476 16 1
482 16 1
486 16 1
494 16 1
510 16 1
515 16 1
518 16 1
520 16 1
524 16 1
528 16 1
533 16 1
1956 16 1
489 17 1
492 17 1
496 17 1
498 17 1
500 17 1
502 17 1
504 17 1
507 17 1
511 17 1
516 17 1
521 17 1
525 17 1
530 17 1
535 17 1
685 18 1
729 18 1
1116 18 1
1603 18 1
1846 18 1
2034 18 1
2095 18 1
2302 18 1
349 19 1
353 19 1
357 19 1
361 19 1
365 19 1
369 19 1
373 19 1
377 19 1
381 19 1
387 19 1
391 19 1
395 19 1
408 19 1
412 19 1
630 19 1
633 19 1
641 19 1
645 19 1
649 19 1
653 19 1
657 19 1
660 19 1
664 19 1
673 19 1
677 19 1
681 19 1
826 19 1
830 19 1
834 19 1
838 19 1
842 19 1
846 19 1
850 19 1
854 19 1
858 19 1
862 19 1
866 19 1
870 19 1
874 19 1
878 19 1
882 19 1
886 19 1
890 19 1
894 19 1
898 19 1
902 19 1
906 19 1
910 19 1
914 19 1
918 19 1
922 19 1
926 19 1
930 19 1
934 19 1
938 19 1
942 19 1
946 19 1
950 19 1
954 19 1
966 19 1
1016 19 1
1020 19 1
1024 19 1
1028 19 1
1032 19 1
1036 19 1
1040 19 1
1044 19 1
1048 19 1
1052 19 1
1056 19 1
1060 19 1
1064 19 1
1068 19 1
1072 19 1
1076 19 1
1080 19 1
1084 19 1
1088 19 1
1092 19 1
1096 19 1
1544 19 1
130 20 1
133 20 1
198 20 1
253 20 1
255 20 1
280 20 1
979 20 1
986 20 1
987 20 1
988 20 1
989 20 1
991 20 1
992 20 1
994 20 1
995 20 1
997 20 1
998 20 1
1000 20 1
1001 20 1
1003 20 1
1004 20 1
1133 20 1
1136 20 1
1223 20 1
1224 20 1
1558 20 1
1633 20 1
1799 20 1
1900 20 1
1937 20 1
2120 20 1
2300 20 1
2305 20 1
2264 21 1
2265 21 1
2267 21 1
2268 21 1
2269 21 1
2272 21 1
2274 21 1
462 22 1
701 22 1
702 22 1
1307 22 1
1313 22 1
1464 23 1
1567 23 1
1791 23 1
1978 23 1
2184 23 1
2255 23 1
309 24 1
1151 24 1
1160 24 1
1491 24 1
1802 24 1
2080 24 1
2227 24 1
303 25 1
383 25 1
1185 25 1
1331 25 1
1354 25 1
1420 25 1
1466 25 1
1484 25 1
1486 25 1
1502 25 1
1545 25 1
1547 25 1
1548 25 1
1549 25 1
1551 25 1
1581 25 1
1615 25 1
1652 25 1
1759 25 1
1886 25 1
1957 25 1
1987 25 1
2072 25 1
2166 25 1
2177 25 1
2178 25 1
2276 25 1
322 26 1
323 26 1
343 26 1
1397 27 1
1608 27 1
1610 27 1
1723 27 1
2242 27 1
426 28 1
435 28 1
446 28 1
457 28 1
752 28 1
757 28 1
765 28 1
801 28 1
816 28 1
1099 28 1
1115 28 1
1131 28 1
1203 28 1
1233 28 1
2115 28 1
2127 28 1
2203 28 1
2272 28 1
2273 28 1
2274 28 1
1323 29 1
1507 29 1
2144 29 1
1899 30 1
2073 30 1
2304 30 1
125 31 1
126 31 1
258 31 1
1193 31 1
1417 31 1
1421 31 1
1423 31 1
2083 31 1
2097 31 1
2101 31 1
1320 32 1
1322 32 1
1323 32 1
1324 32 1
1326 32 1
1327 32 1
1328 32 1
1329 32 1
1333 32 1
171 33 1
1365 33 1
1374 33 1
1441 33 1
1541 33 1
1597 33 1
1935 33 1
1936 33 1
1954 33 1
2189 33 1
143 34 1
144 34 1
188 34 1
625 34 1
1567 34 1
1944 34 1
986 35 1
988 35 1
991 35 1
994 35 1
997 35 1
1000 35 1
1003 35 1
1775 35 1
1581 36 1
1771 36 1
1776 36 1
1992 36 1
2023 36 1
207 37 1
208 37 1
209 37 1
338 37 1
191 38 1
193 38 1
430 38 1
1425 38 1
1496 38 1
1500 38 1
1813 38 1
1821 38 1
1829 38 1
1845 38 1
1880 38 1
1881 38 1
1882 38 1
1883 38 1
1884 38 1
2184 38 1
2303 38 1
2305 38 1
704 39 1
722 39 1
723 39 1
975 39 1
2254 39 1
2256 39 1
311 40 1
485 40 1
508 40 1
1011 40 1
1234 40 1
1237 40 1
1238 40 1
1456 40 1
1504 40 1
1883 40 1
2036 40 1
415 41 1
